"date","location","location_name","season","horizon","weekly_rate","value","rate_diff","category","numeric_category"
2023-04-29,"19","Iowa","2022-2023",1,0.344495078261452,11,0.187906406324429,"stable","0"
2023-04-29,"16","Idaho","2022-2023",1,0.263030117474511,5,0.210424093979609,"stable","0"
2023-04-29,"17","Illinois","2022-2023",1,0.126267917318821,16,-0.142051406983673,"stable","0"
2023-04-29,"18","Indiana","2022-2023",1,0.220394255937972,15,-0.0293859007917296,"stable","0"
2023-04-29,"20","Kansas","2022-2023",1,0.0340764033855588,1,-0.238534823698912,"stable","0"
2023-04-29,"21","Kentucky","2022-2023",1,0.155231501172885,7,-0.110879643694918,"stable","0"
2023-04-29,"22","Louisiana","2022-2023",1,0.41089547748974,19,0.173008622100943,"stable","0"
2023-04-29,"25","Massachusetts","2022-2023",1,0.128852640255025,9,-0.0143169600283361,"stable","0"
2023-04-29,"24","Maryland","2022-2023",1,0.16220260760156,10,0,"stable","0"
2023-04-29,"23","Maine","2022-2023",1,0,0,-0.0728731780794565,"stable","0"
2023-04-29,"26","Michigan","2022-2023",1,0.0696461210941087,7,-0.0795955669646957,"stable","0"
2023-04-29,"27","Minnesota","2022-2023",1,0.245296010961227,14,0.052563430920263,"stable","0"
2023-04-29,"29","Missouri","2022-2023",1,0.389093261926073,24,0.0810610962345986,"stable","0"
2023-04-29,"28","Mississippi","2022-2023",1,0.508480609091972,15,-0.135594829091193,"stable","0"
2023-04-29,"30","Montana","2022-2023",1,0,0,-0.0905574809082191,"stable","0"
2023-04-29,"37","North Carolina","2022-2023",1,0.0663434036933562,7,-0.132686807386712,"stable","0"
2023-04-29,"38","North Dakota","2022-2023",1,0.387122748881215,3,-0.129040916293738,"stable","0"
2023-04-29,"31","Nebraska","2022-2023",1,0.20369793226229,4,0,"stable","0"
2023-04-29,"33","New Hampshire","2022-2023",1,0.215983965350412,3,0.215983965350412,"stable","0"
2023-04-29,"34","New Jersey","2022-2023",1,0.129489928381279,12,-0.334515648318303,"stable","0"
2023-04-29,"35","New Mexico","2022-2023",1,0.0945234529228306,2,-0.0945234529228306,"stable","0"
2023-04-29,"32","Nevada","2022-2023",1,0.190840240954888,6,0.0636134136516294,"stable","0"
2023-04-29,"36","New York","2022-2023",1,0.201654443634634,40,-0.171406277089439,"stable","0"
2023-04-29,"39","Ohio","2022-2023",1,0.152801137723316,18,-0.0679116167659181,"stable","0"
2023-04-29,"40","Oklahoma","2022-2023",1,0.55184329456467,22,0.125418930582879,"stable","0"
2023-04-29,"41","Oregon","2022-2023",1,0.117753591190147,5,0.0706521547140884,"stable","0"
2023-04-29,"42","Pennsylvania","2022-2023",1,0.570809012241231,74,0.00771363530055724,"stable","0"
2023-04-29,"72","Puerto Rico","2022-2023",1,1.16436408561876,38,0.15320580073931,"stable","0"
2023-04-29,"44","Rhode Island","2022-2023",1,0.0912733545696005,1,0,"stable","0"
2023-04-29,"45","South Carolina","2022-2023",1,0.50089535043891,26,0.134856440502783,"stable","0"
2023-04-29,"46","South Dakota","2022-2023",1,0.558424617144083,5,0.111684923428817,"stable","0"
2023-04-29,"47","Tennessee","2022-2023",1,0.286729389676423,20,-0.0430094084514634,"stable","0"
2023-04-29,"48","Texas","2022-2023",1,0.403008120342695,119,0.0304796057402038,"stable","0"
2023-04-29,"US","US","2022-2023",1,0.274786739352379,912,-0.0367587524133665,"stable","0"
2023-04-29,"49","Utah","2022-2023",1,0.0299582830907961,1,-0.0898748492723882,"stable","0"
2023-04-29,"51","Virginia","2022-2023",1,0.451270117101124,39,0.115710286436186,"stable","0"
2023-04-29,"50","Vermont","2022-2023",1,0.309803739331134,2,0.154901869665567,"stable","0"
2023-04-29,"53","Washington","2022-2023",1,0.142142884094625,11,-0.271363687817011,"stable","0"
2023-04-29,"55","Wisconsin","2022-2023",1,0,0,-0.203530991324831,"stable","0"
2023-04-29,"54","West Virginia","2022-2023",1,0.280432696433289,5,0,"stable","0"
2023-04-29,"56","Wyoming","2022-2023",1,0.172770355371344,1,-0.172770355371344,"stable","0"
2023-05-06,"02","Alaska","2022-2023",1,0.818919217713769,6,0.682432681428141,"stable","0"
2023-05-06,"01","Alabama","2022-2023",1,0.119050524447323,6,-0.257942802969199,"stable","0"
2023-05-06,"05","Arkansas","2022-2023",1,0.297433053603054,9,0.0330481170670061,"stable","0"
2023-05-06,"04","Arizona","2022-2023",1,0.508499081128417,37,-0.109945747271009,"stable","0"
2023-05-06,"06","California","2022-2023",1,0.0535197710699438,21,-0.0305827263256822,"stable","0"
2023-05-06,"08","Colorado","2022-2023",1,0.0688223075121785,4,-0.103233461268268,"stable","0"
2023-05-06,"09","Connecticut","2022-2023",1,0.194142606619653,7,0,"stable","0"
2023-05-06,"11","District of Columbia","2022-2023",1,0.149242593836281,1,-0.298485187672562,"stable","0"
2023-05-06,"10","Delaware","2022-2023",1,0,0,0,"stable","0"
2023-05-06,"12","Florida","2022-2023",1,0.583073567172462,127,-0.0642758263024762,"stable","0"
2023-05-06,"13","Georgia","2022-2023",1,0.314827466214846,34,-0.129634839029643,"stable","0"
2023-05-06,"15","Hawaii","2022-2023",1,0,0,-0.138739262448207,"stable","0"
2023-05-06,"19","Iowa","2022-2023",1,0.187906406324429,6,0.156588671937024,"stable","0"
2023-05-06,"16","Idaho","2022-2023",1,0.315636140969413,6,0.0526060234949022,"stable","0"
2023-05-06,"17","Illinois","2022-2023",1,0.205185365643084,26,-0.0236752344972789,"stable","0"
2023-05-06,"18","Indiana","2022-2023",1,0.293859007917296,20,0.102850652771054,"stable","0"
2023-05-06,"20","Kansas","2022-2023",1,0.102229210156676,3,0,"stable","0"
2023-05-06,"21","Kentucky","2022-2023",1,0.31046300234577,14,0.0443518574779671,"stable","0"
2023-05-06,"22","Louisiana","2022-2023",1,0.216260777626179,10,-0.367643321964504,"stable","0"
2023-05-06,"25","Massachusetts","2022-2023",1,0.171803520340034,12,0.0572678401133445,"stable","0"
2023-05-06,"24","Maryland","2022-2023",1,0.227083650642184,14,0.0486607822804681,"stable","0"
2023-05-06,"23","Maine","2022-2023",1,0.145746356158913,2,-0.145746356158913,"stable","0"
2023-05-06,"26","Michigan","2022-2023",1,0.169140579799978,17,0.0895450128352826,"stable","0"
2023-05-06,"27","Minnesota","2022-2023",1,0.350422872801753,20,0.245296010961227,"stable","0"
2023-05-06,"29","Missouri","2022-2023",1,0.389093261926073,24,0.0324244384938394,"stable","0"
2023-05-06,"28","Mississippi","2022-2023",1,0.677974145455963,20,-0.338987072727981,"stable","0"
2023-05-06,"30","Montana","2022-2023",1,0,0,-0.0905574809082191,"stable","0"
2023-05-06,"37","North Carolina","2022-2023",1,0.0758210327924071,8,-0.0663434036933562,"stable","0"
2023-05-06,"38","North Dakota","2022-2023",1,1.03232733034991,8,0.387122748881215,"stable","0"
2023-05-06,"31","Nebraska","2022-2023",1,0.0509244830655724,1,-0.305546898393434,"stable","0"
2023-05-06,"33","New Hampshire","2022-2023",1,0.143989310233608,2,0.0719946551168041,"stable","0"
2023-05-06,"34","New Jersey","2022-2023",1,0.226607374667238,21,-0.151071583111492,"stable","0"
2023-05-06,"35","New Mexico","2022-2023",1,0.0472617264614153,1,-0.330832085229907,"stable","0"
2023-05-06,"32","Nevada","2022-2023",1,0.159033534129074,5,0.159033534129074,"stable","0"
2023-05-06,"36","New York","2022-2023",1,0.252068054543292,50,0.0252068054543292,"stable","0"
2023-05-06,"39","Ohio","2022-2023",1,0.135823233531836,16,-0.0169779041914795,"stable","0"
2023-05-06,"40","Oklahoma","2022-2023",1,0.225754075049183,9,-0.200670288932607,"stable","0"
2023-05-06,"41","Oregon","2022-2023",1,0.0471014364760589,2,0.0235507182380295,"stable","0"
2023-05-06,"42","Pennsylvania","2022-2023",1,0.401109035628973,52,-0.192840882513929,"stable","0"
2023-05-06,"72","Puerto Rico","2022-2023",1,1.56269916754096,51,0.674105523252964,"stable","0"
2023-05-06,"44","Rhode Island","2022-2023",1,0.0912733545696005,1,0,"stable","0"
2023-05-06,"45","South Carolina","2022-2023",1,0.40456932150835,21,-0.0385304115722238,"stable","0"
2023-05-06,"46","South Dakota","2022-2023",1,0.670109540572899,6,0.223369846857633,"stable","0"
2023-05-06,"47","Tennessee","2022-2023",1,0.329738798127886,23,0.0143364694838212,"stable","0"
2023-05-06,"48","Texas","2022-2023",1,0.372528514602491,110,0.0338662286002265,"stable","0"
2023-05-06,"US","US","2022-2023",1,0.275088040601669,913,-0.0201871837024226,"stable","0"
2023-05-06,"49","Utah","2022-2023",1,0.14979141545398,5,0,"stable","0"
2023-05-06,"51","Virginia","2022-2023",1,0.543838346250073,47,0,"stable","0"
2023-05-06,"50","Vermont","2022-2023",1,0,0,0,"stable","0"
2023-05-06,"53","Washington","2022-2023",1,0.180909125211341,14,-0.0258441607444772,"stable","0"
2023-05-06,"55","Wisconsin","2022-2023",1,0.135687327549887,8,0.0848045797186795,"stable","0"
2023-05-06,"54","West Virginia","2022-2023",1,0.224346157146631,4,0,"stable","0"
2023-05-06,"56","Wyoming","2022-2023",1,0.345540710742688,2,0.345540710742688,"stable","0"
2023-05-13,"02","Alaska","2022-2023",1,0,0,0,"stable","0"
2023-05-13,"01","Alabama","2022-2023",1,0.297626311118307,15,0.0595252622236614,"stable","0"
2023-05-13,"05","Arkansas","2022-2023",1,0.462673638938085,14,0.0991443512010181,"stable","0"
2023-05-13,"04","Arizona","2022-2023",1,0.687160920443807,50,0.109945747271009,"stable","0"
2023-05-13,"06","California","2022-2023",1,0.0942967395041867,37,0.0305827263256822,"stable","0"
2023-05-13,"08","Colorado","2022-2023",1,0.137644615024357,8,-0.0688223075121785,"stable","0"
2023-05-13,"09","Connecticut","2022-2023",1,0.166407948531131,6,-0.0832039742655654,"stable","0"
2023-05-13,"11","District of Columbia","2022-2023",1,0.149242593836281,1,0,"stable","0"
2023-05-13,"10","Delaware","2022-2023",1,0.0996627412834966,1,0,"stable","0"
2023-05-13,"12","Florida","2022-2023",1,0.619802610773877,135,-0.0275467827010611,"stable","0"
2023-05-13,"13","Georgia","2022-2023",1,0.481500830681529,52,0.111115576311122,"stable","0"
2023-05-13,"15","Hawaii","2022-2023",1,0.0693696312241034,1,0,"stable","0"
2023-05-13,"19","Iowa","2022-2023",1,0.125270937549619,4,-0.219224140711833,"stable","0"
2023-05-13,"16","Idaho","2022-2023",1,0.420848187959218,8,0.157818070484707,"stable","0"
2023-05-13,"17","Illinois","2022-2023",1,0.21307711047551,27,0.0868091931566893,"stable","0"
2023-05-13,"18","Indiana","2022-2023",1,0.308551958313161,21,0.0881577023751889,"stable","0"
2023-05-13,"20","Kansas","2022-2023",1,0.102229210156676,3,0.0681528067711177,"stable","0"
2023-05-13,"21","Kentucky","2022-2023",1,0.31046300234577,14,0.155231501172885,"stable","0"
2023-05-13,"22","Louisiana","2022-2023",1,0.367643321964504,17,-0.0432521555252358,"stable","0"
2023-05-13,"25","Massachusetts","2022-2023",1,0.128852640255025,9,0,"stable","0"
2023-05-13,"24","Maryland","2022-2023",1,0.16220260760156,10,0,"stable","0"
2023-05-13,"23","Maine","2022-2023",1,0.291492712317826,4,0.291492712317826,"stable","0"
2023-05-13,"26","Michigan","2022-2023",1,0.169140579799978,17,0.0994944587058696,"stable","0"
2023-05-13,"27","Minnesota","2022-2023",1,0.192732580040964,11,-0.052563430920263,"stable","0"
2023-05-13,"29","Missouri","2022-2023",1,0.405305481172993,25,0.0162122192469197,"stable","0"
2023-05-13,"28","Mississippi","2022-2023",1,0.949163803638348,28,0.440683194546376,"stable","0"
2023-05-13,"30","Montana","2022-2023",1,0,0,0,"stable","0"
2023-05-13,"37","North Carolina","2022-2023",1,0.161119694683865,17,0.0947762909905089,"stable","0"
2023-05-13,"38","North Dakota","2022-2023",1,0.129040916293738,1,-0.258081832587477,"stable","0"
2023-05-13,"31","Nebraska","2022-2023",1,0.20369793226229,4,0,"stable","0"
2023-05-13,"33","New Hampshire","2022-2023",1,0.0719946551168041,1,-0.143989310233608,"stable","0"
2023-05-13,"34","New Jersey","2022-2023",1,0.237398202032344,22,0.107908273651066,"stable","0"
2023-05-13,"35","New Mexico","2022-2023",1,0.0472617264614153,1,-0.0472617264614153,"stable","0"
2023-05-13,"32","Nevada","2022-2023",1,0.190840240954888,6,0,"stable","0"
2023-05-13,"36","New York","2022-2023",1,0.241985332361561,48,0.0403308887269268,"stable","0"
2023-05-13,"39","Ohio","2022-2023",1,0.152801137723316,18,0,"stable","0"
2023-05-13,"40","Oklahoma","2022-2023",1,0.351173005632062,14,-0.200670288932607,"stable","0"
2023-05-13,"41","Oregon","2022-2023",1,0,0,-0.117753591190147,"stable","0"
2023-05-13,"42","Pennsylvania","2022-2023",1,0.455104482732873,59,-0.115704529508358,"stable","0"
2023-05-13,"72","Puerto Rico","2022-2023",1,1.37885220665379,45,0.214488121035034,"stable","0"
2023-05-13,"44","Rhode Island","2022-2023",1,0.273820063708801,3,0.182546709139201,"stable","0"
2023-05-13,"45","South Carolina","2022-2023",1,0.40456932150835,21,-0.0963260289305595,"stable","0"
2023-05-13,"46","South Dakota","2022-2023",1,0.670109540572899,6,0.111684923428816,"stable","0"
2023-05-13,"47","Tennessee","2022-2023",1,0.186374103289675,13,-0.100355286386748,"stable","0"
2023-05-13,"48","Texas","2022-2023",1,0.321729171702152,95,-0.0812789486405435,"stable","0"
2023-05-13,"US","US","2022-2023",1,0.289550500567584,961,0.0147637612152046,"stable","0"
2023-05-13,"49","Utah","2022-2023",1,0.209707981635572,7,0.179749698544776,"stable","0"
2023-05-13,"51","Virginia","2022-2023",1,0.451270117101124,39,0,"stable","0"
2023-05-13,"50","Vermont","2022-2023",1,0,0,-0.309803739331134,"stable","0"
2023-05-13,"53","Washington","2022-2023",1,0.155064964466863,12,0.0129220803722386,"stable","0"
2023-05-13,"55","Wisconsin","2022-2023",1,0.0678436637749436,4,0.0678436637749436,"stable","0"
2023-05-13,"54","West Virginia","2022-2023",1,0.336519235719946,6,0.0560865392866577,"stable","0"
2023-05-13,"56","Wyoming","2022-2023",1,0.172770355371344,1,0,"stable","0"
2023-05-20,"02","Alaska","2022-2023",1,0,0,-0.818919217713769,"stable","0"
2023-05-20,"01","Alabama","2022-2023",1,0.178575786670984,9,0.0595252622236614,"stable","0"
2023-05-20,"05","Arkansas","2022-2023",1,0.264384936536048,8,-0.0330481170670061,"stable","0"
2023-05-20,"04","Arizona","2022-2023",1,0.838336322941445,61,0.329837241813027,"stable","0"
2023-05-20,"06","California","2022-2023",1,0.0586168921242242,23,0.00509712105428037,"stable","0"
2023-05-20,"08","Colorado","2022-2023",1,0.206466922536536,12,0.137644615024357,"stable","0"
2023-05-20,"09","Connecticut","2022-2023",1,0.332815897062262,12,0.138673290442609,"stable","0"
2023-05-20,"11","District of Columbia","2022-2023",1,0.298485187672562,2,0.149242593836281,"stable","0"
2023-05-20,"10","Delaware","2022-2023",1,0,0,0,"stable","0"
2023-05-20,"12","Florida","2022-2023",1,0.624393741224054,136,0.0413201740515918,"stable","0"
2023-05-20,"13","Georgia","2022-2023",1,0.268529309418545,29,-0.0462981567963009,"stable","0"
2023-05-20,"15","Hawaii","2022-2023",1,0.20810889367231,3,0.20810889367231,"stable","0"
2023-05-20,"19","Iowa","2022-2023",1,0.187906406324429,6,0,"stable","0"
2023-05-20,"16","Idaho","2022-2023",1,0.105212046989804,2,-0.210424093979609,"stable","0"
2023-05-20,"17","Illinois","2022-2023",1,0.228860600140363,29,0.0236752344972789,"stable","0"
2023-05-20,"18","Indiana","2022-2023",1,0.279166057521432,19,-0.0146929503958648,"stable","0"
2023-05-20,"20","Kansas","2022-2023",1,0.204458420313353,6,0.102229210156676,"stable","0"
2023-05-20,"21","Kentucky","2022-2023",1,0.221759287389836,10,-0.0887037149559342,"stable","0"
2023-05-20,"22","Louisiana","2022-2023",1,0.41089547748974,19,0.194634699863561,"stable","0"
2023-05-20,"25","Massachusetts","2022-2023",1,0.157486560311697,11,-0.0143169600283361,"stable","0"
2023-05-20,"24","Maryland","2022-2023",1,0.0811013038007802,5,-0.145982346841404,"stable","0"
2023-05-20,"23","Maine","2022-2023",1,0.364365890397283,5,0.21861953423837,"stable","0"
2023-05-20,"26","Michigan","2022-2023",1,0.139292242188217,14,-0.0298483376117609,"stable","0"
2023-05-20,"27","Minnesota","2022-2023",1,0.122648005480614,7,-0.22777486732114,"stable","0"
2023-05-20,"29","Missouri","2022-2023",1,0.291819946444555,18,-0.0972733154815183,"stable","0"
2023-05-20,"28","Mississippi","2022-2023",1,0.745771560001559,22,0.0677974145455963,"stable","0"
2023-05-20,"30","Montana","2022-2023",1,0.181114961816438,2,0.181114961816438,"stable","0"
2023-05-20,"37","North Carolina","2022-2023",1,0.0947762909905089,10,0.0189552581981018,"stable","0"
2023-05-20,"38","North Dakota","2022-2023",1,0.516163665174954,4,-0.516163665174954,"stable","0"
2023-05-20,"31","Nebraska","2022-2023",1,0.101848966131145,2,0.0509244830655724,"stable","0"
2023-05-20,"33","New Hampshire","2022-2023",1,0.0719946551168041,1,-0.0719946551168041,"stable","0"
2023-05-20,"34","New Jersey","2022-2023",1,0.161862410476598,15,-0.0647449641906394,"stable","0"
2023-05-20,"35","New Mexico","2022-2023",1,0.189046905845661,4,0.141785179384246,"stable","0"
2023-05-20,"32","Nevada","2022-2023",1,0.127226827303259,4,-0.0318067068258147,"stable","0"
2023-05-20,"36","New York","2022-2023",1,0.26719213781589,53,0.0151240832725975,"stable","0"
2023-05-20,"39","Ohio","2022-2023",1,0.0764005688616578,9,-0.0594226646701783,"stable","0"
2023-05-20,"40","Oklahoma","2022-2023",1,0.652178439030973,26,0.42642436398179,"stable","0"
2023-05-20,"41","Oregon","2022-2023",1,0.0471014364760589,2,0,"stable","0"
2023-05-20,"42","Pennsylvania","2022-2023",1,0.416536306230087,54,0.0154272706011143,"stable","0"
2023-05-20,"72","Puerto Rico","2022-2023",1,1.74654612842813,57,0.183846960887172,"stable","0"
2023-05-20,"44","Rhode Island","2022-2023",1,0,0,-0.0912733545696005,"stable","0"
2023-05-20,"45","South Carolina","2022-2023",1,0.327508498363902,17,-0.0770608231444476,"stable","0"
2023-05-20,"46","South Dakota","2022-2023",1,0.223369846857633,2,-0.446739693715266,"stable","0"
2023-05-20,"47","Tennessee","2022-2023",1,0.24371998122496,17,-0.0860188169029269,"stable","0"
2023-05-20,"48","Texas","2022-2023",1,0.328502417422197,97,-0.0440260971802944,"stable","0"
2023-05-20,"US","US","2022-2023",1,0.275690643100249,915,0.000602602498579741,"stable","0"
2023-05-20,"49","Utah","2022-2023",1,0.0299582830907961,1,-0.119833132363184,"stable","0"
2023-05-20,"51","Virginia","2022-2023",1,0.48598320303198,42,-0.0578551432180929,"stable","0"
2023-05-20,"50","Vermont","2022-2023",1,0.309803739331134,2,0.309803739331134,"stable","0"
2023-05-20,"53","Washington","2022-2023",1,0.155064964466863,12,-0.0258441607444772,"stable","0"
2023-05-20,"55","Wisconsin","2022-2023",1,0.0339218318874718,2,-0.101765495662415,"stable","0"
2023-05-20,"54","West Virginia","2022-2023",1,0.616951932153235,11,0.392605775006604,"stable","0"
2023-05-20,"56","Wyoming","2022-2023",1,0.172770355371344,1,-0.172770355371344,"stable","0"
2023-05-27,"02","Alaska","2022-2023",1,0.272973072571256,2,0.272973072571256,"stable","0"
2023-05-27,"01","Alabama","2022-2023",1,0.257942802969199,13,-0.0396835081491076,"stable","0"
2023-05-27,"05","Arkansas","2022-2023",1,0.462673638938085,14,0,"stable","0"
2023-05-27,"04","Arizona","2022-2023",1,0.865822759759197,63,0.17866183931539,"stable","0"
2023-05-27,"06","California","2022-2023",1,0.0815539368684858,32,-0.0127428026357009,"stable","0"
2023-05-27,"08","Colorado","2022-2023",1,0.103233461268268,6,-0.0344111537560893,"stable","0"
2023-05-27,"09","Connecticut","2022-2023",1,0.249611922796696,9,0.0832039742655654,"stable","0"
2023-05-27,"11","District of Columbia","2022-2023",1,0.895455563017685,6,0.746212969181404,"stable","0"
2023-05-27,"10","Delaware","2022-2023",1,0,0,-0.0996627412834966,"stable","0"
2023-05-27,"12","Florida","2022-2023",1,0.661122784825469,144,0.0413201740515917,"stable","0"
2023-05-27,"13","Georgia","2022-2023",1,0.314827466214846,34,-0.166673364466683,"stable","0"
2023-05-27,"15","Hawaii","2022-2023",1,0,0,-0.0693696312241034,"stable","0"
2023-05-27,"19","Iowa","2022-2023",1,0.0313177343874048,1,-0.0939532031622143,"stable","0"
2023-05-27,"16","Idaho","2022-2023",1,0.0526060234949022,1,-0.368242164464315,"stable","0"
2023-05-27,"17","Illinois","2022-2023",1,0.181510131145805,23,-0.0315669793297052,"stable","0"
2023-05-27,"18","Indiana","2022-2023",1,0.235087206333837,16,-0.0734647519793241,"stable","0"
2023-05-27,"20","Kansas","2022-2023",1,0.0340764033855588,1,-0.0681528067711177,"stable","0"
2023-05-27,"21","Kentucky","2022-2023",1,0.243935216128819,11,-0.0665277862169507,"stable","0"
2023-05-27,"22","Louisiana","2022-2023",1,0.237886855388797,11,-0.129756466575707,"stable","0"
2023-05-27,"25","Massachusetts","2022-2023",1,0.171803520340034,12,0.0429508800850084,"stable","0"
2023-05-27,"24","Maryland","2022-2023",1,0.0973215645609362,6,-0.0648810430406241,"stable","0"
2023-05-27,"23","Maine","2022-2023",1,0.145746356158913,2,-0.145746356158913,"stable","0"
2023-05-27,"26","Michigan","2022-2023",1,0.169140579799978,17,0,"stable","0"
2023-05-27,"27","Minnesota","2022-2023",1,0.052563430920263,3,-0.140169149120701,"stable","0"
2023-05-27,"29","Missouri","2022-2023",1,0.145909973222277,9,-0.259395507950716,"stable","0"
2023-05-27,"28","Mississippi","2022-2023",1,0.54237931636477,16,-0.406784487273578,"stable","0"
2023-05-27,"30","Montana","2022-2023",1,0.271672442724657,3,0.271672442724657,"stable","0"
2023-05-27,"37","North Carolina","2022-2023",1,0.0568657745943053,6,-0.10425392008956,"stable","0"
2023-05-27,"38","North Dakota","2022-2023",1,0.387122748881215,3,0.258081832587477,"stable","0"
2023-05-27,"31","Nebraska","2022-2023",1,0.407395864524579,8,0.20369793226229,"stable","0"
2023-05-27,"33","New Hampshire","2022-2023",1,0.215983965350412,3,0.143989310233608,"stable","0"
2023-05-27,"34","New Jersey","2022-2023",1,0.205025719937025,19,-0.0323724820953197,"stable","0"
2023-05-27,"35","New Mexico","2022-2023",1,0.141785179384246,3,0.0945234529228306,"stable","0"
2023-05-27,"32","Nevada","2022-2023",1,0.159033534129074,5,-0.0318067068258147,"stable","0"
2023-05-27,"36","New York","2022-2023",1,0.302481665451951,60,0.0604963330903902,"stable","0"
2023-05-27,"39","Ohio","2022-2023",1,0.152801137723316,18,0,"stable","0"
2023-05-27,"40","Oklahoma","2022-2023",1,0.401340577865214,16,0.0501675722331518,"stable","0"
2023-05-27,"41","Oregon","2022-2023",1,0.0706521547140884,3,0.0706521547140884,"stable","0"
2023-05-27,"42","Pennsylvania","2022-2023",1,0.447390847432316,58,-0.00771363530055719,"stable","0"
2023-05-27,"72","Puerto Rico","2022-2023",1,1.74654612842813,57,0.367693921774344,"stable","0"
2023-05-27,"44","Rhode Island","2022-2023",1,0.273820063708801,3,0,"stable","0"
2023-05-27,"45","South Carolina","2022-2023",1,0.366038909936126,19,-0.0385304115722238,"stable","0"
2023-05-27,"46","South Dakota","2022-2023",1,0.111684923428817,1,-0.558424617144082,"stable","0"
2023-05-27,"47","Tennessee","2022-2023",1,0.387084676063171,27,0.200710572773496,"stable","0"
2023-05-27,"48","Texas","2022-2023",1,0.270929828801812,80,-0.0507993429003397,"stable","0"
2023-05-27,"US","US","2022-2023",1,0.277498450595988,921,-0.0120520499715956,"stable","0"
2023-05-27,"49","Utah","2022-2023",1,0.179749698544776,6,-0.0299582830907961,"stable","0"
2023-05-27,"51","Virginia","2022-2023",1,0.532267317606454,46,0.08099720050533,"stable","0"
2023-05-27,"50","Vermont","2022-2023",1,0,0,0,"stable","0"
2023-05-27,"53","Washington","2022-2023",1,0.180909125211341,14,0.0258441607444772,"stable","0"
2023-05-27,"55","Wisconsin","2022-2023",1,0.0508827478312077,3,-0.0169609159437359,"stable","0"
2023-05-27,"54","West Virginia","2022-2023",1,0.448692314293262,8,0.112173078573315,"stable","0"
2023-05-27,"56","Wyoming","2022-2023",1,0,0,-0.172770355371344,"stable","0"
2023-06-03,"02","Alaska","2022-2023",1,0.136486536285628,1,0.136486536285628,"stable","0"
2023-06-03,"01","Alabama","2022-2023",1,0.496043851863845,25,0.317468065192861,"stable","0"
2023-06-03,"05","Arkansas","2022-2023",1,0.132192468268024,4,-0.132192468268024,"stable","0"
2023-06-03,"04","Arizona","2022-2023",1,0.907052414985825,66,0.0687160920443807,"stable","0"
2023-06-03,"06","California","2022-2023",1,0.119782344775589,47,0.0611654526513644,"stable","0"
2023-06-03,"08","Colorado","2022-2023",1,0.0860278843902232,5,-0.120439038146312,"stable","0"
2023-06-03,"09","Connecticut","2022-2023",1,0.138673290442609,5,-0.194142606619653,"stable","0"
2023-06-03,"11","District of Columbia","2022-2023",1,0.447727781508843,3,0.149242593836281,"stable","0"
2023-06-03,"10","Delaware","2022-2023",1,0.29898822385049,3,0.29898822385049,"stable","0"
2023-06-03,"12","Florida","2022-2023",1,0.739172002478476,161,0.114778261254422,"stable","0"
2023-06-03,"13","Georgia","2022-2023",1,0.50002009340005,54,0.231490783981504,"stable","0"
2023-06-03,"15","Hawaii","2022-2023",1,0.485587418568724,7,0.277478524896414,"stable","0"
2023-06-03,"19","Iowa","2022-2023",1,0,0,-0.187906406324429,"stable","0"
2023-06-03,"16","Idaho","2022-2023",1,0.105212046989804,2,0,"stable","0"
2023-06-03,"17","Illinois","2022-2023",1,0.189401875978231,24,-0.0394587241621315,"stable","0"
2023-06-03,"18","Indiana","2022-2023",1,0.191008355146243,13,-0.0881577023751889,"stable","0"
2023-06-03,"20","Kansas","2022-2023",1,0.136305613542235,4,-0.0681528067711177,"stable","0"
2023-06-03,"21","Kentucky","2022-2023",1,0.110879643694918,5,-0.110879643694918,"stable","0"
2023-06-03,"22","Louisiana","2022-2023",1,0.302765088676651,14,-0.108130388813089,"stable","0"
2023-06-03,"25","Massachusetts","2022-2023",1,0.100218720198353,7,-0.0572678401133445,"stable","0"
2023-06-03,"24","Maryland","2022-2023",1,0.129762086081248,8,0.0486607822804681,"stable","0"
2023-06-03,"23","Maine","2022-2023",1,0.21861953423837,3,-0.145746356158913,"stable","0"
2023-06-03,"26","Michigan","2022-2023",1,0.159191133929391,16,0.0198988917411739,"stable","0"
2023-06-03,"27","Minnesota","2022-2023",1,0.0175211436400877,1,-0.105126861840526,"stable","0"
2023-06-03,"29","Missouri","2022-2023",1,0.129697753975358,8,-0.162122192469197,"stable","0"
2023-06-03,"28","Mississippi","2022-2023",1,0.37288578000078,11,-0.37288578000078,"stable","0"
2023-06-03,"30","Montana","2022-2023",1,0,0,-0.181114961816438,"stable","0"
2023-06-03,"37","North Carolina","2022-2023",1,0.132686807386712,14,0.0379105163962036,"stable","0"
2023-06-03,"38","North Dakota","2022-2023",1,0.258081832587477,2,-0.258081832587477,"stable","0"
2023-06-03,"31","Nebraska","2022-2023",1,0.101848966131145,2,0,"stable","0"
2023-06-03,"33","New Hampshire","2022-2023",1,0.0719946551168041,1,0,"stable","0"
2023-06-03,"34","New Jersey","2022-2023",1,0.291352338857877,27,0.129489928381279,"stable","0"
2023-06-03,"35","New Mexico","2022-2023",1,0.0945234529228306,2,-0.0945234529228306,"stable","0"
2023-06-03,"32","Nevada","2022-2023",1,0.222646947780703,7,0.0954201204774441,"stable","0"
2023-06-03,"36","New York","2022-2023",1,0.186530360362036,37,-0.0806617774538535,"stable","0"
2023-06-03,"39","Ohio","2022-2023",1,0.0509337125744386,6,-0.0254668562872193,"stable","0"
